category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
GO:0000460	1	0.763066224828101	0	33	maturation of 5.8S rRNA	BP
GO:0000462	1	0.621339837406827	0	58	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP
GO:0000463	1	0.906444611434089	0	12	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP
GO:0000466	1	0.855919269083522	0	19	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP
GO:0000467	1	0.952088200706563	0	6	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP
GO:0000469	1	0.801574881679321	0	27	cleavage involved in rRNA processing	BP
GO:0000470	1	0.78208653747659	0	30	maturation of LSU-rRNA	BP
GO:0000472	1	0.975753746032634	0	3	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP
GO:0000478	1	0.877223076888439	0	16	endonucleolytic cleavage involved in rRNA processing	BP
GO:0000479	1	0.877223076888439	0	16	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP
GO:0000491	1	0.952088200706563	0	6	small nucleolar ribonucleoprotein complex assembly	BP
GO:0000492	1	0.975753746032634	0	3	box C/D snoRNP assembly	BP
GO:0000493	1	0.975753746032634	0	3	box H/ACA snoRNP assembly	BP
GO:0000578	1	0.167499096768917	0	216	embryonic axis specification	BP
GO:0000705	1	0.967801392764234	0	4	achiasmate meiosis I	BP
GO:0000706	1	0.944326348463974	0	7	meiotic DNA double-strand break processing	BP
GO:0000707	1	0.952088200706563	0	6	meiotic DNA recombinase assembly	BP
GO:0000710	1	0.967801392764234	0	4	meiotic mismatch repair	BP
GO:0000711	1	0.959913047229732	0	5	meiotic DNA repair synthesis	BP
GO:0000712	1	0.899050345204383	0	13	resolution of meiotic recombination intermediates	BP
GO:0000722	1	0.975753746032634	0	3	telomere maintenance via recombination	BP
GO:0000723	1	0.73237573998567	0	38	telomere maintenance	BP
GO:0000724	1	0.591397012606335	0	64	double-strand break repair via homologous recombination	BP
GO:0000725	1	0.591397012606335	0	64	recombinational repair	BP
GO:0000727	1	0.936626989732104	0	8	double-strand break repair via break-induced replication	BP
GO:0000730	1	0.944326348463974	0	7	DNA recombinase assembly	BP
GO:0000731	1	0.855919269083522	0	19	DNA synthesis involved in DNA repair	BP
GO:0000733	1	0.967801392764234	0	4	DNA strand renaturation	BP
GO:0000738	1	0.959913047229732	0	5	DNA catabolic process, exonucleolytic	BP
GO:0000741	1	0.936626989732104	0	8	karyogamy	BP
GO:0000768	1	0.481239206121847	0	89	syncytium formation by plasma membrane fusion	BP
GO:0000819	1	0.247938018040524	0	169	sister chromatid segregation	BP
GO:0000910	1	0.290378111789795	0	150	cytokinesis	BP
GO:0000912	1	0.750640541019326	0	35	assembly of actomyosin apparatus involved in cytokinesis	BP
GO:0000915	1	0.763066224828101	0	33	actomyosin contractile ring assembly	BP
GO:0000916	1	0.848932173009371	0	20	actomyosin contractile ring contraction	BP
GO:0000920	1	0.975753746032634	0	3	septum digestion after cytokinesis	BP
GO:0000959	1	0.738414707126347	0	37	mitochondrial RNA metabolic process	BP
GO:0000963	1	0.835126523320288	0	22	mitochondrial RNA processing	BP
GO:0000965	1	0.967801392764234	0	4	mitochondrial RNA 3'-end processing	BP
GO:0000966	1	0.884440049960331	0	15	RNA 5'-end processing	BP
GO:0000967	1	0.975753746032634	0	3	rRNA 5'-end processing	BP
GO:0000972	1	0.944326348463974	0	7	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	BP
GO:0000973	1	0.967801392764234	0	4	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery	BP
GO:0001101	1	0.726385548880583	0	39	response to acid chemical	BP
GO:0001109	1	0.899050345204383	0	13	promoter clearance during DNA-templated transcription	BP
GO:0001111	1	0.899050345204383	0	13	promoter clearance from RNA polymerase II promoter	BP
GO:0001112	1	0.906444611434089	0	12	DNA-templated transcription open complex formation	BP
GO:0001113	1	0.906444611434089	0	12	transcription open complex formation at RNA polymerase II promoter	BP
GO:0001120	1	0.906444611434089	0	12	protein-DNA complex remodeling	BP
GO:0001173	1	0.906444611434089	0	12	DNA-templated transcriptional start site selection	BP
GO:0001174	1	0.906444611434089	0	12	transcriptional start site selection at RNA polymerase II promoter	BP
GO:0001178	1	0.921413769341664	0	10	regulation of transcriptional start site selection at RNA polymerase II promoter	BP
GO:0001192	1	0.975753746032634	0	3	maintenance of transcriptional fidelity during DNA-templated transcription elongation	BP
GO:0001193	1	0.975753746032634	0	3	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter	BP
GO:0001501	1	0.975753746032634	0	3	skeletal system development	BP
GO:0001504	1	0.921413769341664	0	10	neurotransmitter uptake	BP
GO:0001505	1	0.201300882872536	0	194	regulation of neurotransmitter levels	BP
GO:0001508	1	0.848932173009371	0	20	action potential	BP
GO:0001510	1	0.647431983065077	0	53	RNA methylation	BP
GO:0001522	1	0.891715649343038	0	14	pseudouridine synthesis	BP
GO:0001539	1	0.63686777118598	0	55	cilium or flagellum-dependent cell motility	BP
GO:0001556	1	0.891715649343038	0	14	oocyte maturation	BP
GO:0001558	1	0.388165409216829	0	115	regulation of cell growth	BP
GO:0001561	1	0.959913047229732	0	5	fatty acid alpha-oxidation	BP
GO:0001568	1	0.975753746032634	0	3	blood vessel development	BP
GO:0001578	1	0.465603968491272	0	93	microtubule bundle formation	BP
GO:0001580	1	0.975753746032634	0	3	detection of chemical stimulus involved in sensory perception of bitter taste	BP
GO:0001582	1	0.959913047229732	0	5	detection of chemical stimulus involved in sensory perception of sweet taste	BP
GO:0001659	1	0.936626989732104	0	8	temperature homeostasis	BP
GO:0001661	1	0.959913047229732	0	5	conditioned taste aversion	BP
GO:0001666	1	0.457975544450006	0	95	response to hypoxia	BP
GO:0001672	1	0.756828201326543	0	34	regulation of chromatin assembly or disassembly	BP
GO:0001675	1	0.975753746032634	0	3	acrosome assembly	BP
GO:0001676	1	0.877223076888439	0	16	long-chain fatty acid metabolic process	BP
GO:0001682	1	0.906444611434089	0	12	tRNA 5'-leader removal	BP
GO:0001692	1	0.975753746032634	0	3	histamine metabolic process	BP
GO:0001703	1	0.669082234832326	0	49	gastrulation with mouth forming first	BP
GO:0001704	1	0.65816920529727	0	51	formation of primary germ layer	BP
GO:0001705	1	0.975753746032634	0	3	ectoderm formation	BP
GO:0001706	1	0.913898925672856	0	11	endoderm formation	BP
GO:0001707	1	0.72044374479976	0	40	mesoderm formation	BP
GO:0001708	1	0.328883875503337	0	135	cell fate specification	BP
GO:0001709	1	0.152766091927807	0	227	cell fate determination	BP
GO:0001710	1	0.842001407233195	0	21	mesodermal cell fate commitment	BP
GO:0001711	1	0.959913047229732	0	5	endodermal cell fate commitment	BP
GO:0001712	1	0.975753746032634	0	3	ectodermal cell fate commitment	BP
GO:0001714	1	0.975753746032634	0	3	endodermal cell fate specification	BP
GO:0001731	1	0.884440049960331	0	15	formation of translation preinitiation complex	BP
GO:0001732	1	0.967801392764234	0	4	formation of cytoplasmic translation initiation complex	BP
GO:0001742	1	0.821542624940593	0	24	oenocyte differentiation	BP
GO:0001744	1	0.952088200706563	0	6	optic lobe placode formation	BP
GO:0001745	1	0.0151484161681175	0	499	compound eye morphogenesis	BP
GO:0001748	1	0.921413769341664	0	10	optic lobe placode development	BP
GO:0001751	1	0.0862615124272533	0	295	compound eye photoreceptor cell differentiation	BP
GO:0001752	1	0.505669076927615	0	83	compound eye photoreceptor fate commitment	BP
GO:0001754	1	0.0786137142603611	0	306	eye photoreceptor cell differentiation	BP
GO:0001763	1	0.501514031102408	0	84	morphogenesis of a branching structure	BP
GO:0001764	1	0.913898925672856	0	11	neuron migration	BP
GO:0001775	1	0.899050345204383	0	13	cell activation	BP
GO:0001837	1	0.928989627671297	0	9	epithelial to mesenchymal transition	BP
GO:0001838	1	0.952088200706563	0	6	embryonic epithelial tube formation	BP
GO:0001881	1	0.952088200706563	0	6	receptor recycling	BP
GO:0001895	1	0.775694983385455	0	31	retina homeostasis	BP
GO:0001927	1	0.975753746032634	0	3	exocyst assembly	BP
GO:0001933	1	0.418173649494872	0	106	negative regulation of protein phosphorylation	BP
GO:0001935	1	0.936626989732104	0	8	endothelial cell proliferation	BP
GO:0001941	1	0.814832731117698	0	25	postsynaptic membrane organization	BP
GO:0001944	1	0.959913047229732	0	5	vasculature development	BP
GO:0001952	1	0.921413769341664	0	10	regulation of cell-matrix adhesion	BP
GO:0001954	1	0.959913047229732	0	5	positive regulation of cell-matrix adhesion	BP
GO:0001956	1	0.952088200706563	0	6	positive regulation of neurotransmitter secretion	BP
GO:0001963	1	0.959913047229732	0	5	synaptic transmission, dopaminergic	BP
GO:0001964	1	0.928989627671297	0	9	startle response	BP
GO:0002011	1	0.921413769341664	0	10	morphogenesis of an epithelial sheet	BP
GO:0002021	1	0.975753746032634	0	3	response to dietary excess	BP
GO:0002028	1	0.928989627671297	0	9	regulation of sodium ion transport	BP
GO:0002029	1	0.975753746032634	0	3	desensitization of G protein-coupled receptor signaling pathway	BP
GO:0002032	1	0.975753746032634	0	3	desensitization of G protein-coupled receptor signaling pathway by arrestin	BP
GO:0002052	1	0.884440049960331	0	15	positive regulation of neuroblast proliferation	BP
GO:0002067	1	0.921413769341664	0	10	glandular epithelial cell differentiation	BP
GO:0002082	1	0.936626989732104	0	8	regulation of oxidative phosphorylation	BP
GO:0002084	1	0.967801392764234	0	4	protein depalmitoylation	BP
GO:0002090	1	0.967801392764234	0	4	regulation of receptor internalization	BP
GO:0002092	1	0.967801392764234	0	4	positive regulation of receptor internalization	BP
GO:0002097	1	0.877223076888439	0	16	tRNA wobble base modification	BP
GO:0002098	1	0.891715649343038	0	14	tRNA wobble uridine modification	BP
GO:0002115	1	0.967801392764234	0	4	store-operated calcium entry	BP
GO:0002118	1	0.756828201326543	0	34	aggressive behavior	BP
GO:0002121	1	0.788530092883194	0	29	inter-male aggressive behavior	BP
GO:0002143	1	0.952088200706563	0	6	tRNA wobble position uridine thiolation	BP
GO:0002164	1	0.14527714069393	0	233	larval development	BP
GO:0002168	1	0.454207748938283	0	96	instar larval development	BP
GO:0002181	1	0.258472511055702	0	164	cytoplasmic translation	BP
GO:0002182	1	0.936626989732104	0	8	cytoplasmic translational elongation	BP
GO:0002183	1	0.828307076360441	0	23	cytoplasmic translational initiation	BP
GO:0002188	1	0.936626989732104	0	8	translation reinitiation	BP
GO:0002190	1	0.967801392764234	0	4	cap-independent translational initiation	BP
GO:0002192	1	0.967801392764234	0	4	IRES-dependent translational initiation of linear mRNA	BP
GO:0002209	1	0.967801392764234	0	4	behavioral defense response	BP
GO:0002224	1	0.877223076888439	0	16	toll-like receptor signaling pathway	BP
GO:0002225	1	0.744502842401016	0	36	positive regulation of antimicrobial peptide production	BP
GO:0002230	1	0.870064263652585	0	17	positive regulation of defense response to virus by host	BP
GO:0002244	1	0.944326348463974	0	7	hematopoietic progenitor cell differentiation	BP
GO:0002251	1	0.821542624940593	0	24	organ or tissue specific immune response	BP
GO:0002263	1	0.967801392764234	0	4	cell activation involved in immune response	BP
GO:0002274	1	0.952088200706563	0	6	myeloid leukocyte activation	BP
GO:0002275	1	0.967801392764234	0	4	myeloid cell activation involved in immune response	BP
GO:0002283	1	0.967801392764234	0	4	neutrophil activation involved in immune response	BP
GO:0002366	1	0.967801392764234	0	4	leukocyte activation involved in immune response	BP
GO:0002385	1	0.821542624940593	0	24	mucosal immune response	BP
GO:0002433	1	0.967801392764234	0	4	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	BP
GO:0002440	1	0.60618588312705	0	61	production of molecular mediator of immune response	BP
GO:0002443	1	0.967801392764234	0	4	leukocyte mediated immunity	BP
GO:0002444	1	0.967801392764234	0	4	myeloid leukocyte mediated immunity	BP
GO:0002446	1	0.967801392764234	0	4	neutrophil mediated immunity	BP
GO:0002697	1	0.53572166561833	0	76	regulation of immune effector process	BP
GO:0002698	1	0.928989627671297	0	9	negative regulation of immune effector process	BP
GO:0002699	1	0.744502842401016	0	36	positive regulation of immune effector process	BP
GO:0002700	1	0.616247409685021	0	59	regulation of production of molecular mediator of immune response	BP
GO:0002701	1	0.928989627671297	0	9	negative regulation of production of molecular mediator of immune response	BP
GO:0002702	1	0.744502842401016	0	36	positive regulation of production of molecular mediator of immune response	BP
GO:0002755	1	0.899050345204383	0	13	MyD88-dependent toll-like receptor signaling pathway	BP
GO:0002759	1	0.601216127987661	0	62	regulation of antimicrobial humoral response	BP
GO:0002760	1	0.744502842401016	0	36	positive regulation of antimicrobial humoral response	BP
GO:0002775	1	0.611196201408915	0	60	antimicrobial peptide production	BP
GO:0002777	1	0.6801739132476	0	47	antimicrobial peptide biosynthetic process	BP
GO:0002778	1	0.78208653747659	0	30	antibacterial peptide production	BP
GO:0002780	1	0.78208653747659	0	30	antibacterial peptide biosynthetic process	BP
GO:0002781	1	0.877223076888439	0	16	antifungal peptide production	BP
GO:0002783	1	0.899050345204383	0	13	antifungal peptide biosynthetic process	BP
GO:0002784	1	0.621339837406827	0	58	regulation of antimicrobial peptide production	BP
GO:0002785	1	0.936626989732104	0	8	negative regulation of antimicrobial peptide production	BP
GO:0002786	1	0.78208653747659	0	30	regulation of antibacterial peptide production	BP
GO:0002787	1	0.952088200706563	0	6	negative regulation of antibacterial peptide production	BP
GO:0002788	1	0.877223076888439	0	16	regulation of antifungal peptide production	BP
GO:0002790	1	0.305214709884422	0	144	peptide secretion	BP
GO:0002791	1	0.549135051502195	0	73	regulation of peptide secretion	BP
GO:0002792	1	0.78208653747659	0	30	negative regulation of peptide secretion	BP
GO:0002793	1	0.775694983385455	0	31	positive regulation of peptide secretion	BP
GO:0002803	1	0.821542624940593	0	24	positive regulation of antibacterial peptide production	BP
GO:0002804	1	0.877223076888439	0	16	positive regulation of antifungal peptide production	BP
GO:0002805	1	0.6801739132476	0	47	regulation of antimicrobial peptide biosynthetic process	BP
GO:0002806	1	0.952088200706563	0	6	negative regulation of antimicrobial peptide biosynthetic process	BP
GO:0002807	1	0.775694983385455	0	31	positive regulation of antimicrobial peptide biosynthetic process	BP
GO:0002808	1	0.78208653747659	0	30	regulation of antibacterial peptide biosynthetic process	BP
GO:0002809	1	0.952088200706563	0	6	negative regulation of antibacterial peptide biosynthetic process	BP
GO:0002810	1	0.899050345204383	0	13	regulation of antifungal peptide biosynthetic process	BP
GO:0002812	1	0.884440049960331	0	15	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP
GO:0002813	1	0.884440049960331	0	15	regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP
GO:0002814	1	0.967801392764234	0	4	negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP
GO:0002815	1	0.952088200706563	0	6	biosynthetic process of antibacterial peptides active against Gram-positive bacteria	BP
GO:0002816	1	0.952088200706563	0	6	regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	BP
GO:0002920	1	0.596286611718417	0	63	regulation of humoral immune response	BP
GO:0002921	1	0.899050345204383	0	13	negative regulation of humoral immune response	BP
GO:0002922	1	0.744502842401016	0	36	positive regulation of humoral immune response	BP
GO:0002943	1	0.936626989732104	0	8	tRNA dihydrouridine synthesis	BP
GO:0002949	1	0.975753746032634	0	3	tRNA threonylcarbamoyladenosine modification	BP
GO:0003009	1	0.975753746032634	0	3	skeletal muscle contraction	BP
GO:0003012	1	0.601216127987661	0	62	muscle system process	BP
GO:0003014	1	0.775694983385455	0	31	renal system process	BP
GO:0003053	1	0.967801392764234	0	4	circadian regulation of heart rate	BP
GO:0003091	1	0.967801392764234	0	4	renal water homeostasis	BP
GO:0003096	1	0.975753746032634	0	3	renal sodium ion transport	BP
GO:0003097	1	0.967801392764234	0	4	renal water transport	BP
GO:0003143	1	0.944326348463974	0	7	embryonic heart tube morphogenesis	BP
GO:0003144	1	0.975753746032634	0	3	embryonic heart tube formation	BP
GO:0003151	1	0.959913047229732	0	5	outflow tract morphogenesis	BP
GO:0003156	1	0.884440049960331	0	15	regulation of animal organ formation	BP
GO:0003254	1	0.921413769341664	0	10	regulation of membrane depolarization	BP
GO:0003263	1	0.967801392764234	0	4	cardioblast proliferation	BP
GO:0003264	1	0.967801392764234	0	4	regulation of cardioblast proliferation	BP
GO:0003306	1	0.967801392764234	0	4	Wnt signaling pathway involved in heart development	BP
GO:0003330	1	0.967801392764234	0	4	regulation of extracellular matrix constituent secretion	BP
GO:0003331	1	0.967801392764234	0	4	positive regulation of extracellular matrix constituent secretion	BP
GO:0003333	1	0.576964539055736	0	67	amino acid transmembrane transport	BP
GO:0003341	1	0.435823091902078	0	101	cilium movement	BP
GO:0003365	1	0.967801392764234	0	4	establishment of cell polarity involved in ameboidal cell migration	BP
GO:0003371	1	0.967801392764234	0	4	establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration	BP
GO:0003373	1	0.944326348463974	0	7	dynamin family protein polymerization involved in membrane fission	BP
GO:0003374	1	0.944326348463974	0	7	dynamin family protein polymerization involved in mitochondrial fission	BP
GO:0003379	1	0.967801392764234	0	4	establishment of cell polarity involved in gastrulation cell migration	BP
GO:0003380	1	0.967801392764234	0	4	establishment or maintenance of cytoskeleton polarity involved in gastrulation	BP
GO:0003381	1	0.877223076888439	0	16	epithelial cell morphogenesis involved in gastrulation	BP
GO:0003384	1	0.877223076888439	0	16	apical constriction involved in gastrulation	BP
GO:0003400	1	0.952088200706563	0	6	regulation of COPII vesicle coating	BP
GO:0003401	1	0.944326348463974	0	7	axis elongation	BP
GO:0003407	1	0.967801392764234	0	4	neural retina development	BP
GO:0005976	1	0.581736291678961	0	66	polysaccharide metabolic process	BP
GO:0005977	1	0.647431983065077	0	53	glycogen metabolic process	BP
GO:0005978	1	0.959913047229732	0	5	glycogen biosynthetic process	BP
GO:0005980	1	0.821542624940593	0	24	glycogen catabolic process	BP
GO:0005981	1	0.944326348463974	0	7	regulation of glycogen catabolic process	BP
GO:0006002	1	0.928989627671297	0	9	fructose 6-phosphate metabolic process	BP
GO:0006007	1	0.959913047229732	0	5	glucose catabolic process	BP
GO:0006011	1	0.967801392764234	0	4	UDP-glucose metabolic process	BP
GO:0006014	1	0.967801392764234	0	4	D-ribose metabolic process	BP
GO:0006020	1	0.928989627671297	0	9	inositol metabolic process	BP
GO:0006023	1	0.801574881679321	0	27	aminoglycan biosynthetic process	BP
GO:0006024	1	0.855919269083522	0	19	glycosaminoglycan biosynthetic process	BP
GO:0006029	1	0.788530092883194	0	29	proteoglycan metabolic process	BP
GO:0006031	1	0.936626989732104	0	8	chitin biosynthetic process	BP
GO:0006034	1	0.952088200706563	0	6	cuticle chitin metabolic process	BP
GO:0006035	1	0.952088200706563	0	6	cuticle chitin biosynthetic process	BP
GO:0006044	1	0.928989627671297	0	9	N-acetylglucosamine metabolic process	BP
GO:0006047	1	0.906444611434089	0	12	UDP-N-acetylglucosamine metabolic process	BP
GO:0006048	1	0.967801392764234	0	4	UDP-N-acetylglucosamine biosynthetic process	BP
GO:0006066	1	0.576964539055736	0	67	alcohol metabolic process	BP
GO:0006067	1	0.975753746032634	0	3	ethanol metabolic process	BP
GO:0006071	1	0.936626989732104	0	8	glycerol metabolic process	BP
GO:0006072	1	0.952088200706563	0	6	glycerol-3-phosphate metabolic process	BP
GO:0006073	1	0.647431983065077	0	53	cellular glucan metabolic process	BP
GO:0006082	1	0.0306200259340482	0	417	organic acid metabolic process	BP
GO:0006084	1	0.944326348463974	0	7	acetyl-CoA metabolic process	BP
GO:0006090	1	0.72044374479976	0	40	pyruvate metabolic process	BP
GO:0006091	1	0.0954438314539516	0	283	generation of precursor metabolites and energy	BP
GO:0006094	1	0.921413769341664	0	10	gluconeogenesis	BP
GO:0006096	1	0.835126523320288	0	22	glycolytic process	BP
GO:0006098	1	0.967801392764234	0	4	pentose-phosphate shunt	BP
GO:0006099	1	0.663603567607496	0	50	tricarboxylic acid cycle	BP
GO:0006101	1	0.663603567607496	0	50	citrate metabolic process	BP
GO:0006103	1	0.899050345204383	0	13	2-oxoglutarate metabolic process	BP
GO:0006105	1	0.975753746032634	0	3	succinate metabolic process	BP
GO:0006106	1	0.884440049960331	0	15	fumarate metabolic process	BP
GO:0006108	1	0.936626989732104	0	8	malate metabolic process	BP
GO:0006109	1	0.788530092883194	0	29	regulation of carbohydrate metabolic process	BP
GO:0006110	1	0.952088200706563	0	6	regulation of glycolytic process	BP
GO:0006112	1	0.647431983065077	0	53	energy reserve metabolic process	BP
GO:0006116	1	0.899050345204383	0	13	NADH oxidation	BP
GO:0006119	1	0.388165409216829	0	115	oxidative phosphorylation	BP
GO:0006120	1	0.73237573998567	0	38	mitochondrial electron transport, NADH to ubiquinone	BP
GO:0006121	1	0.952088200706563	0	6	mitochondrial electron transport, succinate to ubiquinone	BP
GO:0006122	1	0.842001407233195	0	21	mitochondrial electron transport, ubiquinol to cytochrome c	BP
GO:0006123	1	0.821542624940593	0	24	mitochondrial electron transport, cytochrome c to oxygen	BP
GO:0006140	1	0.821542624940593	0	24	regulation of nucleotide metabolic process	BP
GO:0006152	1	0.959913047229732	0	5	purine nucleoside catabolic process	BP
GO:0006165	1	0.763066224828101	0	33	nucleoside diphosphate phosphorylation	BP
GO:0006167	1	0.952088200706563	0	6	AMP biosynthetic process	BP
GO:0006171	1	0.975753746032634	0	3	cAMP biosynthetic process	BP
GO:0006172	1	0.975753746032634	0	3	ADP biosynthetic process	BP
GO:0006182	1	0.726385548880583	0	39	cGMP biosynthetic process	BP
GO:0006183	1	0.967801392764234	0	4	GTP biosynthetic process	BP
GO:0006195	1	0.959913047229732	0	5	purine nucleotide catabolic process	BP
GO:0006206	1	0.828307076360441	0	23	pyrimidine nucleobase metabolic process	BP
GO:0006207	1	0.891715649343038	0	14	'de novo' pyrimidine nucleobase biosynthetic process	BP
GO:0006208	1	0.967801392764234	0	4	pyrimidine nucleobase catabolic process	BP
GO:0006213	1	0.921413769341664	0	10	pyrimidine nucleoside metabolic process	BP
GO:0006220	1	0.775694983385455	0	31	pyrimidine nucleotide metabolic process	BP
GO:0006221	1	0.775694983385455	0	31	pyrimidine nucleotide biosynthetic process	BP
GO:0006222	1	0.975753746032634	0	3	UMP biosynthetic process	BP
GO:0006226	1	0.862963147442403	0	18	dUMP biosynthetic process	BP
GO:0006230	1	0.967801392764234	0	4	TMP biosynthetic process	BP
GO:0006231	1	0.877223076888439	0	16	dTMP biosynthetic process	BP
GO:0006241	1	0.967801392764234	0	4	CTP biosynthetic process	BP
GO:0006264	1	0.884440049960331	0	15	mitochondrial DNA replication	BP
GO:0006265	1	0.921413769341664	0	10	DNA topological change	BP
GO:0006266	1	0.952088200706563	0	6	DNA ligation	BP
GO:0006267	1	0.967801392764234	0	4	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	BP
GO:0006270	1	0.848932173009371	0	20	DNA replication initiation	BP
GO:0006271	1	0.814832731117698	0	25	DNA strand elongation involved in DNA replication	BP
GO:0006272	1	0.906444611434089	0	12	leading strand elongation	BP
GO:0006273	1	0.899050345204383	0	13	lagging strand elongation	BP
GO:0006275	1	0.808176960391804	0	26	regulation of DNA replication	BP
GO:0006277	1	0.769355016214344	0	32	DNA amplification	BP
GO:0006278	1	0.913898925672856	0	11	RNA-dependent DNA biosynthetic process	BP
GO:0006283	1	0.967801392764234	0	4	transcription-coupled nucleotide-excision repair	BP
GO:0006284	1	0.877223076888439	0	16	base-excision repair	BP
GO:0006285	1	0.975753746032634	0	3	base-excision repair, AP site formation	BP
GO:0006287	1	0.967801392764234	0	4	base-excision repair, gap-filling	BP
GO:0006289	1	0.738414707126347	0	37	nucleotide-excision repair	BP
GO:0006296	1	0.959913047229732	0	5	nucleotide-excision repair, DNA incision, 5'-to lesion	BP
GO:0006297	1	0.952088200706563	0	6	nucleotide-excision repair, DNA gap filling	BP
GO:0006298	1	0.862963147442403	0	18	mismatch repair	BP
GO:0006301	1	0.855919269083522	0	19	postreplication repair	BP
GO:0006304	1	0.906444611434089	0	12	DNA modification	BP
GO:0006305	1	0.959913047229732	0	5	DNA alkylation	BP
GO:0006306	1	0.959913047229732	0	5	DNA methylation	BP
GO:0006310	1	0.401230377418895	0	111	DNA recombination	BP
GO:0006312	1	0.884440049960331	0	15	mitotic recombination	BP
GO:0006313	1	0.870064263652585	0	17	transposition, DNA-mediated	BP
GO:0006323	1	0.297705154306235	0	147	DNA packaging	BP
GO:0006333	1	0.526959690476716	0	78	chromatin assembly or disassembly	BP
GO:0006334	1	0.848932173009371	0	20	nucleosome assembly	BP
GO:0006336	1	0.952088200706563	0	6	DNA replication-independent nucleosome assembly	BP
GO:0006342	1	0.297705154306235	0	147	chromatin silencing	BP
GO:0006346	1	0.877223076888439	0	16	DNA methylation-dependent heterochromatin assembly	BP
GO:0006348	1	0.921413769341664	0	10	chromatin silencing at telomere	BP
GO:0006349	1	0.975753746032634	0	3	regulation of gene expression by genetic imprinting	BP
GO:0006352	1	0.446763753043023	0	98	DNA-templated transcription, initiation	BP
GO:0006353	1	0.913898925672856	0	11	DNA-templated transcription, termination	BP
GO:0006354	1	0.6801739132476	0	47	DNA-templated transcription, elongation	BP
GO:0006356	1	0.899050345204383	0	13	regulation of transcription by RNA polymerase I	BP
GO:0006359	1	0.952088200706563	0	6	regulation of transcription by RNA polymerase III	BP
GO:0006360	1	0.828307076360441	0	23	transcription by RNA polymerase I	BP
GO:0006363	1	0.975753746032634	0	3	termination of RNA polymerase I transcription	BP
GO:0006364	1	0.201300882872536	0	194	rRNA processing	BP
GO:0006367	1	0.465603968491272	0	93	transcription initiation from RNA polymerase II promoter	BP
GO:0006368	1	0.702904810393162	0	43	transcription elongation from RNA polymerase II promoter	BP
GO:0006369	1	0.967801392764234	0	4	termination of RNA polymerase II transcription	BP
GO:0006370	1	0.975753746032634	0	3	7-methylguanosine mRNA capping	BP
GO:0006376	1	0.877223076888439	0	16	mRNA splice site selection	BP
GO:0006378	1	0.714549941794956	0	41	mRNA polyadenylation	BP
GO:0006379	1	0.884440049960331	0	15	mRNA cleavage	BP
GO:0006383	1	0.828307076360441	0	23	transcription by RNA polymerase III	BP
GO:0006384	1	0.959913047229732	0	5	transcription initiation from RNA polymerase III promoter	BP
GO:0006388	1	0.936626989732104	0	8	tRNA splicing, via endonucleolytic cleavage and ligation	BP
GO:0006390	1	0.928989627671297	0	9	mitochondrial transcription	BP
GO:0006396	1	0.00182961778771396	0	741	RNA processing	BP
GO:0006397	1	0.0369445758072399	0	395	mRNA processing	BP
GO:0006398	1	0.913898925672856	0	11	mRNA 3'-end processing by stem-loop binding and cleavage	BP
GO:0006399	1	0.252099943253815	0	167	tRNA metabolic process	BP
GO:0006400	1	0.596286611718417	0	63	tRNA modification	BP
GO:0006403	1	0.115822680280639	0	260	RNA localization	BP
GO:0006405	1	0.454207748938283	0	96	RNA export from nucleus	BP
GO:0006406	1	0.642128423916479	0	54	mRNA export from nucleus	BP
GO:0006412	1	0.0115908967658736	0	530	translation	BP
GO:0006413	1	0.457975544450006	0	95	translational initiation	BP
GO:0006414	1	0.769355016214344	0	32	translational elongation	BP
GO:0006415	1	0.913898925672856	0	11	translational termination	BP
GO:0006417	1	0.27396703698474	0	157	regulation of translation	BP
GO:0006418	1	0.601216127987661	0	62	tRNA aminoacylation for protein translation	BP
GO:0006419	1	0.967801392764234	0	4	alanyl-tRNA aminoacylation	BP
